error,dataset,split,task_id,result,avg_test_time,passed_tests,compiled,loc,lloc,sloc,comments,multi,blank,single_comments,CC,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs,MI
,openai_humaneval,test,0,"failed: invalid syntax (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,1,"failed: invalid syntax (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,2,"failed: invalid syntax (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,3,"failed: invalid syntax (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,4,"failed: unterminated string literal (detected at line 28) (<string>, line 28)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,5,"failed: invalid syntax (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,6,"failed: invalid syntax (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,7,"failed: unterminated string literal (detected at line 27) (<string>, line 27)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,8,"failed: invalid syntax (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,9,"failed: invalid syntax (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,10,"failed: invalid syntax (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,11,"failed: unterminated string literal (detected at line 29) (<string>, line 29)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,12,"failed: unterminated string literal (detected at line 28) (<string>, line 28)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,13,"failed: invalid syntax (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,14,"failed: invalid syntax (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,15,"failed: unterminated string literal (detected at line 20) (<string>, line 20)",,False,False,,,,,,,,,,,,,,,,,,,,,
